t C_u^{tot} C_b^{tot} C_s^{tot} phi_i^{tot} phi_m^{tot} phi_{C_u}^{tot} phi_{C_b}^{tot} -F_{phi_i}(x=1) -F_{phi_{C_b}}(x=0) m j_{phi_i} state t_{inf}
0.000000e0 5.00000000e-2 0.00000000e0 0.00000000e0 4.00000688e-1 0.00000000e0 0.00000000e0 0.00000000e0 4.36561443e-4 -0.00000000e0 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.000250e-1 1.39300624e-1 2.61903656e-1 3.69958056e-3 3.99998798e-1 3.80364507e-5 1.92280367e-6 5.01376010e-6 4.36562133e-4 1.34104773e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.000250e-1 1.43835353e-1 5.17273753e-1 7.70636304e-3 3.99996909e-1 6.66145216e-5 3.05819601e-6 1.89625799e-5 4.36561268e-4 2.34369645e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
3.000250e-1 1.47151864e-1 7.38036157e-1 1.14515375e-2 3.99995019e-1 9.12391826e-5 3.82791617e-6 3.63960412e-5 4.36560107e-4 3.06785985e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
4.000250e-1 1.50147676e-1 9.29247018e-1 1.49170287e-2 3.99993130e-1 1.13545653e-4 4.55042665e-6 5.55282653e-5 4.36558794e-4 3.68735295e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
5.000250e-1 1.52866465e-1 1.09553178e0 1.81283609e-2 3.99991240e-1 1.34235764e-4 5.26886346e-6 7.56963323e-5 4.36557385e-4 4.24002889e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
6.000000e-1 1.55331312e-1 1.24070456e0 2.11061036e-2 3.99989352e-1 1.53689099e-4 5.99066015e-6 9.65615181e-5 4.36555908e-4 4.74087923e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
7.000000e-1 1.57565846e-1 1.36803326e0 2.38706969e-2 3.99987463e-1 1.72159180e-4 6.71751954e-6 1.17935750e-4 4.36554379e-4 5.19979645e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
8.000000e-1 1.59590659e-1 1.48013666e0 2.64386486e-2 3.99985573e-1 1.89811064e-4 7.44885520e-6 1.39682426e-4 4.36552810e-4 5.62412172e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
9.000000e-1 1.61425608e-1 1.57922854e0 2.88257124e-2 3.99983684e-1 2.06770998e-4 8.18366389e-6 1.61707743e-4 4.36551209e-4 6.01995931e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.000000e0 1.63089054e-1 1.66715704e0 3.10462445e-2 3.99981795e-1 2.23136802e-4 8.92076452e-6 1.83940957e-4 4.36549581e-4 6.39232935e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.100000e0 1.64597827e-1 1.74546900e0 3.31133276e-2 3.99979906e-1 2.38986619e-4 9.65897847e-6 2.06326448e-4 4.36547929e-4 6.74533765e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.200000e0 1.65967246e-1 1.81546291e0 3.50388871e-2 3.99978018e-1 2.54384298e-4 1.03972102e-5 2.28819100e-4 4.36546259e-4 7.08231715e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.300000e0 1.67211184e-1 1.87823222e0 3.68337988e-2 3.99976129e-1 2.69382910e-4 1.11344802e-5 2.51381457e-4 4.36544572e-4 7.40595592e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.400000e0 1.68342154e-1 1.93470094e0 3.85079884e-2 3.99974240e-1 2.84027167e-4 1.18699338e-5 2.73981882e-4 4.36542870e-4 7.71841142e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.500025e0 1.69371650e-1 1.98566485e0 4.00709000e-2 3.99972351e-1 2.98358692e-4 1.26030206e-5 2.96598974e-4 4.36541155e-4 8.02148434e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.600025e0 1.70309254e-1 2.03176574e0 4.15300436e-2 3.99970462e-1 3.12403034e-4 1.33327525e-5 3.19198077e-4 4.36539430e-4 8.31640200e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.700025e0 1.71164278e-1 2.07358715e0 4.28934109e-2 3.99968573e-1 3.26192112e-4 1.40587924e-5 3.41764575e-4 4.36537696e-4 8.60434189e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.800025e0 1.71944815e-1 2.11161831e0 4.41679538e-2 3.99966685e-1 3.39750557e-4 1.47807076e-5 3.64280789e-4 4.36535953e-4 8.88618362e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.900025e0 1.72658108e-1 2.14628064e0 4.53600500e-2 3.99964796e-1 3.53099919e-4 1.54981423e-5 3.86731260e-4 4.36534204e-4 9.16263169e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.000025e0 1.73310631e-1 2.17793866e0 4.64755562e-2 3.99962908e-1 3.66259129e-4 1.62108067e-5 4.09102446e-4 4.36532449e-4 9.43425220e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.100025e0 1.73908182e-1 2.20690885e0 4.75198577e-2 3.99961019e-1 3.79244882e-4 1.69184675e-5 4.31382476e-4 4.36530690e-4 9.70150202e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.200025e0 1.74455947e-1 2.23346710e0 4.84979111e-2 3.99959131e-1 3.92071947e-4 1.76209393e-5 4.53560946e-4 4.36528927e-4 9.96475189e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.300025e0 1.74958573e-1 2.25785481e0 4.94142844e-2 3.99957242e-1 4.04753423e-4 1.83180779e-5 4.75628746e-4 4.36527161e-4 1.02243046e-4 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.400025e0 1.75420226e-1 2.28028397e0 5.02731912e-2 3.99955354e-1 4.17300955e-4 1.90097734e-5 4.97577907e-4 4.36525393e-4 1.04804093e-4 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.500025e0 1.75844645e-1 2.30094142e0 5.10785229e-2 3.99953465e-1 4.29724918e-4 1.96959451e-5 5.19401478e-4 4.36523624e-4 1.07332725e-4 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.600025e0 1.76235187e-1 2.31999241e0 5.18338766e-2 3.99951577e-1 4.42034570e-4 2.03765368e-5 5.41093408e-4 4.36521854e-4 1.09830673e-4 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.700025e0 1.76594872e-1 2.33758352e0 5.25425808e-2 3.99949689e-1 4.54238185e-4 2.10515128e-5 5.62648455e-4 4.36520085e-4 1.12299396e-4 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.800025e0 1.76926418e-1 2.35384525e0 5.32077184e-2 3.99947801e-1 4.66343165e-4 2.17208547e-5 5.84062091e-4 4.36518317e-4 1.14740141e-4 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.900025e0 1.77232278e-1 2.36889409e0 5.38321470e-2 3.99945912e-1 4.78356141e-4 2.23845582e-5 6.05330435e-4 4.36516551e-4 1.17153982e-4 1.13865000e-3 4.55461000e-4 0 -1.000000e0
