t C_u^{tot} C_b^{tot} C_s^{tot} phi_i^{tot} phi_m^{tot} phi_{C_u}^{tot} phi_{C_b}^{tot} -F_{phi_i}(x=1) -F_{phi_{C_b}}(x=0) m j_{phi_i} state t_{inf}
0.000000e0 5.00000000e-2 0.00000000e0 0.00000000e0 4.00000688e-1 0.00000000e0 0.00000000e0 0.00000000e0 4.36561443e-4 -0.00000000e0 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.000250e-1 2.69721751e-1 4.54254103e-1 1.60681564e-2 3.99998798e-1 3.26742030e-5 3.64987095e-6 8.64881350e-6 4.36562133e-4 1.32491847e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.000250e-1 2.92715396e-1 9.67710515e-1 5.40560968e-2 3.99996909e-1 4.75957305e-5 6.13109301e-6 3.49633273e-5 4.36561269e-4 2.24648952e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
3.000250e-1 3.09425843e-1 1.42847055e0 1.05246998e-1 3.99995019e-1 5.64301644e-5 7.74865631e-6 6.74834215e-5 4.36560112e-4 2.87476673e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
4.000250e-1 3.25311805e-1 1.84021404e0 1.53292356e-1 3.99993130e-1 6.26118361e-5 9.31883322e-6 1.02137224e-4 4.36558816e-4 3.39079058e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
5.000250e-1 3.40475176e-1 2.20908329e0 1.94523056e-1 3.99991241e-1 6.73117747e-5 1.09458003e-5 1.37736385e-4 4.36557446e-4 3.83760366e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
6.000000e-1 3.54870007e-1 2.54031528e0 2.30277843e-1 3.99989352e-1 7.10554761e-5 1.26400505e-5 1.73793763e-4 4.36556044e-4 4.23334575e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
7.000000e-1 3.68472039e-1 2.83860553e0 2.61345291e-1 3.99987463e-1 7.41358726e-5 1.44001401e-5 2.10083619e-4 4.36554641e-4 4.58945314e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
8.000000e-1 3.81260620e-1 3.10773365e0 2.88372100e-1 3.99985574e-1 7.67350631e-5 1.62202119e-5 2.46454770e-4 4.36553262e-4 4.91394664e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
9.000000e-1 3.93231690e-1 3.35100915e0 3.11919465e-1 3.99983685e-1 7.89775793e-5 1.80937645e-5 2.82817560e-4 4.36551927e-4 5.21304201e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.000000e0 4.04392199e-1 3.57127479e0 3.32467041e-1 3.99981796e-1 8.09525220e-5 2.00139989e-5 3.19112565e-4 4.36550654e-4 5.49158314e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.100000e0 4.14758233e-1 3.77098319e0 3.50424739e-1 3.99979907e-1 8.27259863e-5 2.19741998e-5 3.55298983e-4 4.36549456e-4 5.75336663e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.200000e0 4.24353237e-1 3.95226097e0 3.66142981e-1 3.99978018e-1 8.43483537e-5 2.39679503e-5 3.91348057e-4 4.36548346e-4 6.00137455e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.300000e0 4.33206392e-1 4.11696218e0 3.79921549e-1 3.99976130e-1 8.58588523e-5 2.59892505e-5 4.27239115e-4 4.36547332e-4 6.23795322e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
